,A.RTL1,A.RTL2,A.RTL3,A.RTL4,A.FLIP1,A.FLIP2,A.FLIP3,A.FLIPGeneral,A.ALT_HOLD1,A.ALT_HOLD2,A.CIRCLE1,A.CIRCLE2,A.CIRCLE3,A.CIRCLE4,A.CIRCLE5,A.CIRCLE6,A.CIRCLE7,A.LAND1,A.LAND2,A.AUTO1,A.BRAKE1,A.DRIFT1,A.LOITER1,A.GUIDED1,A.SPORT1,A.RC.FS1,A.RC.FS2,A.CHUTE1,A.GPS.FS1,A.GPS.FS2
2685,"('RNGFNDA_POS_Z', 0.0)","('RNGFND7_WSP_BAUD', 0.0)","('RNGFND6_STOP_PIN', 0.0)","('RNGFND5_WSP_THR', 0.0)","('RNGFND9_OFFSET', 0.0)","('RNGFND9_RMETRIC', 0.0)","('RNGFND9_ORIENT', 0.0)","('RNGFND8_ORIENT', 0.0)","('RNGFNDA_TYPE', 0.0)","('RNGFND9_WSP_BAUD', 0.0)","('RNGFNDA_MAX_CM', 0.0)","('RNGFNDA_WSP_MEDF', 0.0)","('RNGFNDA_FUNCTION', 0.0)","('RNGFNDA_FUNCTION', 0.0)","('RNGFNDA_OFFSET', 0.0)","('RNGFNDA_OFFSET', 0.0)","('RNGFND8_MAX_CM', 0.0)","('RNGFND5_ORIENT', 0.0)","('RNGFND5_ORIENT', 0.0)","('RNGFNDA_WSP_MAVG', 0.0)","('RNGFND8_WSP_FRQ', 0.0)","('RNGFND8_POS_X', 0.0)","('RNGFNDA_TYPE', 0.0)","('RNGFNDA_TYPE', 0.0)","('RNGFND8_WSP_THR', 0.0)","('RNGFND5_WSP_MAVG', 0.0)","('RNGFND8_RECV_ID', 0.0)","('RNGFND6_POS_Y', 0.0)","('RNGFND8_FUNCTION', 0.0)","('RNGFND8_MIN_CM', 0.0)"
2686,"('RNGFNDA_ORIENT', 0.0)","('RNGFND7_RECV_ID', 0.0)","('RNGFND6_RMETRIC', 0.0)","('RNGFND5_WSP_BAUD', 0.0)","('RNGFND9_MIN_CM', 0.0)","('RNGFND9_GNDCLEAR', 0.0)","('RNGFND9_WSP_MAVG', 0.0)","('RNGFND8_WSP_MAVG', 0.0)","('RNGFNDA_SCALING', 0.0)","('RNGFND9_RECV_ID', 0.0)","('RNGFNDA_STOP_PIN', 0.0)","('RNGFNDA_WSP_FRQ', 0.0)","('RNGFNDA_MIN_CM', 0.0)","('RNGFNDA_MIN_CM', 0.0)","('RNGFNDA_FUNCTION', 0.0)","('RNGFNDA_FUNCTION', 0.0)","('RNGFND8_STOP_PIN', 0.0)","('RNGFND5_WSP_MAVG', 0.0)","('RNGFND5_WSP_MAVG', 0.0)","('RNGFNDA_WSP_MEDF', 0.0)","('RNGFND8_WSP_THR', 0.0)","('RNGFND8_POS_Y', 0.0)","('RNGFNDA_SCALING', 0.0)","('RNGFNDA_SCALING', 0.0)","('RNGFND8_WSP_BAUD', 0.0)","('RNGFND5_WSP_MEDF', 0.0)","('RNGFND8_SNR_MIN', 0.0)","('RNGFND6_POS_Z', 0.0)","('RNGFND8_MIN_CM', 0.0)","('RNGFND8_MAX_CM', 0.0)"
2687,"('RNGFNDA_WSP_FRQ', 0.0)","('RNGFND7_SNR_MIN', 0.0)","('RNGFND6_PWRRNG', 0.0)","('RNGFND5_RECV_ID', 0.0)","('RNGFND9_MAX_CM', 0.0)","('RNGFND9_ADDR', 0.0)","('RNGFND9_WSP_MEDF', 0.0)","('RNGFND8_WSP_MEDF', 0.0)","('RNGFNDA_OFFSET', 0.0)","('RNGFND9_SNR_MIN', 0.0)","('RNGFNDA_RMETRIC', 0.0)","('RNGFNDA_WSP_AVG', 0.0)","('RNGFNDA_MAX_CM', 0.0)","('RNGFNDA_MAX_CM', 0.0)","('RNGFNDA_MIN_CM', 0.0)","('RNGFNDA_MIN_CM', 0.0)","('RNGFND8_RMETRIC', 0.0)","('RNGFND5_WSP_MEDF', 0.0)","('RNGFND5_WSP_MEDF', 0.0)","('RNGFNDA_WSP_FRQ', 0.0)","('RNGFND8_WSP_BAUD', 0.0)","('RNGFND8_POS_Z', 0.0)","('RNGFNDA_OFFSET', 0.0)","('RNGFNDA_OFFSET', 0.0)","('RNGFND8_RECV_ID', 0.0)","('RNGFND5_WSP_FRQ', 0.0)","('RNGFND9_TYPE', 0.0)","('RNGFND6_ORIENT', 0.0)","('RNGFND8_MAX_CM', 0.0)","('RNGFND8_STOP_PIN', 0.0)"
2688,"('RNGFNDA_WSP_AVG', 0.0)","('RNGFND8_TYPE', 0.0)","('RNGFND6_ADDR', 0.0)","('RNGFND5_SNR_MIN', 0.0)","('RNGFND9_STOP_PIN', 0.0)","('RNGFND9_POS_X', 0.0)","('RNGFND9_WSP_FRQ', 0.0)","('RNGFND8_WSP_FRQ', 0.0)","('RNGFNDA_FUNCTION', 0.0)","('RNGFNDA_TYPE', 0.0)","('RNGFNDA_GNDCLEAR', 0.0)","('RNGFNDA_WSP_THR', 0.0)","('RNGFNDA_STOP_PIN', 0.0)","('RNGFNDA_STOP_PIN', 0.0)","('RNGFNDA_MAX_CM', 0.0)","('RNGFNDA_MAX_CM', 0.0)","('RNGFND8_PWRRNG', 0.0)","('RNGFND5_WSP_FRQ', 0.0)","('RNGFND5_WSP_FRQ', 0.0)","('RNGFNDA_WSP_AVG', 0.0)","('RNGFND8_RECV_ID', 0.0)","('RNGFND8_ORIENT', 0.0)","('RNGFNDA_FUNCTION', 0.0)","('RNGFNDA_FUNCTION', 0.0)","('RNGFND8_SNR_MIN', 0.0)","('RNGFND5_WSP_THR', 0.0)","('RNGFND9_SCALING', 0.0)","('RNGFND6_WSP_MEDF', 0.0)","('RNGFND8_RMETRIC', 0.0)","('RNGFND8_RMETRIC', 0.0)"
2689,"('RNGFNDA_WSP_THR', 0.0)","('RNGFND8_SCALING', 0.0)","('RNGFND6_ORIENT', 0.0)","('RNGFND6_TYPE', 0.0)","('RNGFND9_RMETRIC', 0.0)","('RNGFND9_POS_Z', 0.0)","('RNGFND9_WSP_AVG', 0.0)","('RNGFND8_WSP_THR', 0.0)","('RNGFNDA_MIN_CM', 0.0)","('RNGFNDA_SCALING', 0.0)","('RNGFNDA_ADDR', 0.0)","('RNGFNDA_WSP_BAUD', 0.0)","('RNGFNDA_RMETRIC', 0.0)","('RNGFNDA_RMETRIC', 0.0)","('RNGFNDA_STOP_PIN', 0.0)","('RNGFNDA_STOP_PIN', 0.0)","('RNGFND8_GNDCLEAR', 0.0)","('RNGFND5_WSP_AVG', 0.0)","('RNGFND5_WSP_AVG', 0.0)","('RNGFNDA_WSP_THR', 0.0)","('RNGFND8_SNR_MIN', 0.0)","('RNGFND8_WSP_MAVG', 0.0)","('RNGFNDA_MIN_CM', 0.0)","('RNGFNDA_MIN_CM', 0.0)","('RNGFND9_TYPE', 0.0)","('RNGFND5_WSP_BAUD', 0.0)","('RNGFND9_OFFSET', 0.0)","('RNGFND6_WSP_FRQ', 0.0)","('RNGFND8_ADDR', 0.0)","('RNGFND8_POS_X', 0.0)"
2690,"('RNGFNDA_WSP_BAUD', 0.0)","('RNGFND8_OFFSET', 0.0)","('RNGFND6_WSP_FRQ', 0.0)","('RNGFND6_SCALING', 0.0)","('RNGFND9_GNDCLEAR', 0.0)","('RNGFND9_ORIENT', 0.0)","('RNGFND9_WSP_THR', 0.0)","('RNGFND8_WSP_BAUD', 0.0)","('RNGFNDA_MAX_CM', 0.0)","('RNGFNDA_OFFSET', 0.0)","('RNGFNDA_ORIENT', 0.0)","('RNGFNDA_RECV_ID', 0.0)","('RNGFNDA_PWRRNG', 0.0)","('RNGFNDA_PWRRNG', 0.0)","('RNGFNDA_RMETRIC', 0.0)","('RNGFNDA_RMETRIC', 0.0)","('RNGFND8_ADDR', 0.0)","('RNGFND5_WSP_THR', 0.0)","('RNGFND5_WSP_THR', 0.0)","('RNGFNDA_WSP_BAUD', 0.0)","('RNGFND9_TYPE', 0.0)","('RNGFND8_WSP_MEDF', 0.0)","('RNGFNDA_MAX_CM', 0.0)","('RNGFNDA_MAX_CM', 0.0)","('RNGFND9_SCALING', 0.0)","('RNGFND5_RECV_ID', 0.0)","('RNGFND9_FUNCTION', 0.0)","('RNGFND6_WSP_AVG', 0.0)","('RNGFND8_POS_X', 0.0)","('RNGFND8_POS_Y', 0.0)"
2691,"('RNGFNDA_RECV_ID', 0.0)","('RNGFND8_FUNCTION', 0.0)","('RNGFND6_WSP_AVG', 0.0)","('RNGFND6_OFFSET', 0.0)","('RNGFND9_ADDR', 0.0)","('RNGFND9_WSP_MEDF', 0.0)","('RNGFND9_WSP_BAUD', 0.0)","('RNGFND8_RECV_ID', 0.0)","('RNGFNDA_STOP_PIN', 0.0)","('RNGFNDA_FUNCTION', 0.0)","('RNGFNDA_WSP_MAVG', 0.0)","('RNGFNDA_SNR_MIN', 0.0)","('RNGFNDA_GNDCLEAR', 0.0)","('RNGFNDA_GNDCLEAR', 0.0)","('RNGFNDA_PWRRNG', 0.0)","('RNGFNDA_PWRRNG', 0.0)","('RNGFND8_POS_X', 0.0)","('RNGFND5_RECV_ID', 0.0)","('RNGFND5_RECV_ID', 0.0)","('RNGFNDA_RECV_ID', 0.0)","('RNGFND9_SCALING', 0.0)","('RNGFND8_WSP_FRQ', 0.0)","('RNGFNDA_STOP_PIN', 0.0)","('RNGFNDA_STOP_PIN', 0.0)","('RNGFND9_OFFSET', 0.0)","('RNGFND6_TYPE', 0.0)","('RNGFND9_MIN_CM', 0.0)","('RNGFND6_WSP_BAUD', 0.0)","('RNGFND8_POS_Y', 0.0)","('RNGFND8_POS_Z', 0.0)"
2692,"('RNGFNDA_SNR_MIN', 0.0)","('RNGFND8_MIN_CM', 0.0)","('RNGFND6_WSP_THR', 0.0)","('RNGFND6_FUNCTION', 0.0)","('RNGFND9_POS_X', 0.0)","('RNGFND9_WSP_FRQ', 0.0)","('RNGFND9_RECV_ID', 0.0)","('RNGFND8_SNR_MIN', 0.0)","('RNGFNDA_RMETRIC', 0.0)","('RNGFNDA_MIN_CM', 0.0)","('RNGFNDA_WSP_MEDF', 0.0)","('RPM1_TYPE', 0.0)","('RNGFNDA_ADDR', 0.0)","('RNGFNDA_ADDR', 0.0)","('RNGFNDA_GNDCLEAR', 0.0)","('RNGFNDA_GNDCLEAR', 0.0)","('RNGFND8_POS_Y', 0.0)","('RNGFND5_SNR_MIN', 0.0)","('RNGFND5_SNR_MIN', 0.0)","('RNGFNDA_SNR_MIN', 0.0)","('RNGFND9_OFFSET', 0.0)","('RNGFND8_WSP_BAUD', 0.0)","('RNGFNDA_RMETRIC', 0.0)","('RNGFNDA_RMETRIC', 0.0)","('RNGFND9_FUNCTION', 0.0)","('RNGFND6_SCALING', 0.0)","('RNGFND9_MAX_CM', 0.0)","('RNGFND6_SNR_MIN', 0.0)","('RNGFND8_POS_Z', 0.0)","('RNGFND8_ORIENT', 0.0)"
2693,"('RPM1_TYPE', 0.0)","('RNGFND8_MAX_CM', 0.0)","('RNGFND6_WSP_BAUD', 0.0)","('RNGFND6_MIN_CM', 0.0)","('RNGFND9_POS_Y', 0.0)","('RNGFND9_WSP_THR', 0.0)","('RNGFND9_SNR_MIN', 0.0)","('RNGFND9_TYPE', 0.0)","('RNGFNDA_PWRRNG', 0.0)","('RNGFNDA_MAX_CM', 0.0)","('RNGFNDA_WSP_FRQ', 0.0)","('RPM1_SCALING', 0.0)","('RNGFNDA_POS_X', 0.0)","('RNGFNDA_POS_X', 0.0)","('RNGFNDA_ADDR', 0.0)","('RNGFNDA_ADDR', 0.0)","('RNGFND8_POS_Z', 0.0)","('RNGFND6_TYPE', 0.0)","('RNGFND6_TYPE', 0.0)","('RPM1_TYPE', 0.0)","('RNGFND9_FUNCTION', 0.0)","('RNGFND8_RECV_ID', 0.0)","('RNGFNDA_PWRRNG', 0.0)","('RNGFNDA_PWRRNG', 0.0)","('RNGFND9_MIN_CM', 0.0)","('RNGFND6_OFFSET', 0.0)","('RNGFND9_STOP_PIN', 0.0)","('RNGFND7_TYPE', 0.0)","('RNGFND8_ORIENT', 0.0)","('RNGFND8_WSP_MEDF', 0.0)"
2694,"('RPM1_SCALING', 0.0)","('RNGFND8_STOP_PIN', 0.0)","('RNGFND6_RECV_ID', 0.0)","('RNGFND6_MAX_CM', 0.0)","('RNGFND9_POS_Z', 0.0)","('RNGFND9_WSP_BAUD', 0.0)","('RNGFNDA_TYPE', 0.0)","('RNGFND9_SCALING', 0.0)","('RNGFNDA_ADDR', 0.0)","('RNGFNDA_STOP_PIN', 0.0)","('RNGFNDA_WSP_AVG', 0.0)","('RPM1_MAX', 0.0)","('RNGFNDA_POS_Z', 0.0)","('RNGFNDA_POS_Z', 0.0)","('RNGFNDA_POS_X', 0.0)","('RNGFNDA_POS_X', 0.0)","('RNGFND8_ORIENT', 0.0)","('RNGFND6_OFFSET', 0.0)","('RNGFND6_OFFSET', 0.0)","('RPM1_SCALING', 0.0)","('RNGFND9_MIN_CM', 0.0)","('RNGFND8_SNR_MIN', 0.0)","('RNGFNDA_ADDR', 0.0)","('RNGFNDA_ADDR', 0.0)","('RNGFND9_MAX_CM', 0.0)","('RNGFND6_FUNCTION', 0.0)","('RNGFND9_ADDR', 0.0)","('RNGFND7_SCALING', 0.0)","('RNGFND8_WSP_MEDF', 0.0)","('RNGFND8_WSP_FRQ', 0.0)"
2695,"('RPM1_MAX', 0.0)","('RNGFND8_RMETRIC', 0.0)","('RNGFND6_SNR_MIN', 0.0)","('RNGFND6_STOP_PIN', 0.0)","('RNGFND9_ORIENT', 0.0)","('RNGFND9_RECV_ID', 0.0)","('RNGFNDA_SCALING', 0.0)","('RNGFND9_OFFSET', 0.0)","('RNGFNDA_POS_X', 0.0)","('RNGFNDA_RMETRIC', 0.0)","('RNGFNDA_WSP_THR', 0.0)","('RPM1_MIN', 0.0)","('RNGFNDA_ORIENT', 0.0)","('RNGFNDA_ORIENT', 0.0)","('RNGFNDA_POS_Y', 0.0)","('RNGFNDA_POS_Y', 0.0)","('RNGFND8_WSP_MAVG', 0.0)","('RNGFND6_MIN_CM', 0.0)","('RNGFND6_MIN_CM', 0.0)","('RPM1_MAX', 0.0)","('RNGFND9_MAX_CM', 0.0)","('RNGFND9_TYPE', 0.0)","('RNGFNDA_POS_X', 0.0)","('RNGFNDA_ORIENT', 0.0)","('RNGFND9_STOP_PIN', 0.0)","('RNGFND6_MAX_CM', 0.0)","('RNGFND9_POS_X', 0.0)","('RNGFND7_OFFSET', 0.0)","('RNGFND8_WSP_FRQ', 0.0)","('RNGFND8_WSP_THR', 0.0)"
2696,"('RPM1_MIN', 0.0)","('RNGFND8_ADDR', 0.0)","('RNGFND7_TYPE', 0.0)","('RNGFND6_RMETRIC', 0.0)","('RNGFND9_WSP_FRQ', 0.0)","('RNGFND9_SNR_MIN', 0.0)","('RNGFNDA_OFFSET', 0.0)","('RNGFND9_MIN_CM', 0.0)","('RNGFNDA_POS_Y', 0.0)","('RNGFNDA_PWRRNG', 0.0)","('RNGFNDA_WSP_BAUD', 0.0)","('RPM1_MIN_QUAL', 0.0)","('RNGFNDA_WSP_MAVG', 0.0)","('RNGFNDA_WSP_MAVG', 0.0)","('RNGFNDA_POS_Z', 0.0)","('RNGFNDA_POS_Z', 0.0)","('RNGFND8_WSP_MEDF', 0.0)","('RNGFND6_MAX_CM', 0.0)","('RNGFND6_MAX_CM', 0.0)","('RPM1_MIN', 0.0)","('RNGFND9_STOP_PIN', 0.0)","('RNGFND9_SCALING', 0.0)","('RNGFNDA_POS_Y', 0.0)","('RNGFNDA_WSP_MAVG', 0.0)","('RNGFND9_ADDR', 0.0)","('RNGFND6_STOP_PIN', 0.0)","('RNGFND9_POS_Y', 0.0)","('RNGFND7_FUNCTION', 0.0)","('RNGFND8_WSP_THR', 0.0)","('RNGFND8_WSP_BAUD', 0.0)"
2697,"('RPM1_MIN_QUAL', 0.0)","('RNGFND8_ORIENT', 0.0)","('RNGFND7_SCALING', 0.0)","('RNGFND6_PWRRNG', 0.0)","('RNGFND9_WSP_THR', 0.0)","('RNGFNDA_TYPE', 0.0)","('RNGFNDA_FUNCTION', 0.0)","('RNGFND9_MAX_CM', 0.0)","('RNGFNDA_POS_Z', 0.0)","('RNGFNDA_ADDR', 0.0)","('RNGFNDA_SNR_MIN', 0.0)","('RPM1_PIN', 0.0)","('RNGFNDA_WSP_MEDF', 0.0)","('RNGFNDA_WSP_MEDF', 0.0)","('RNGFNDA_ORIENT', 0.0)","('RNGFNDA_ORIENT', 0.0)","('RNGFND8_WSP_FRQ', 0.0)","('RNGFND6_STOP_PIN', 0.0)","('RNGFND6_STOP_PIN', 0.0)","('RPM1_MIN_QUAL', 0.0)","('RNGFND9_RMETRIC', 0.0)","('RNGFND9_OFFSET', 0.0)","('RNGFNDA_POS_Z', 0.0)","('RNGFNDA_WSP_MEDF', 0.0)","('RNGFND9_POS_X', 0.0)","('RNGFND6_ADDR', 0.0)","('RNGFND9_POS_Z', 0.0)","('RNGFND7_MIN_CM', 0.0)","('RNGFND8_WSP_BAUD', 0.0)","('RNGFND8_RECV_ID', 0.0)"
2698,"('RPM1_PIN', 0.0)","('RNGFND8_WSP_FRQ', 0.0)","('RNGFND7_OFFSET', 0.0)","('RNGFND6_ADDR', 0.0)","('RNGFND9_WSP_BAUD', 0.0)","('RNGFNDA_PIN', 0.0)","('RNGFNDA_MIN_CM', 0.0)","('RNGFND9_STOP_PIN', 0.0)","('RNGFNDA_ORIENT', 0.0)","('RNGFNDA_POS_X', 0.0)","('RPM1_TYPE', 0.0)","('RPM1_ESC_MASK', 0.0)","('RNGFNDA_WSP_FRQ', 0.0)","('RNGFNDA_WSP_FRQ', 0.0)","('RNGFNDA_WSP_MAVG', 0.0)","('RNGFNDA_WSP_MAVG', 0.0)","('RNGFND8_WSP_AVG', 0.0)","('RNGFND6_ADDR', 0.0)","('RNGFND6_ADDR', 0.0)","('RPM1_PIN', 0.0)","('RNGFND9_ADDR', 0.0)","('RNGFND9_FUNCTION', 0.0)","('RNGFNDA_ORIENT', 0.0)","('RNGFNDA_WSP_FRQ', 0.0)","('RNGFND9_POS_Y', 0.0)","('RNGFND6_POS_X', 0.0)","('RNGFND9_ORIENT', 0.0)","('RNGFND7_MAX_CM', 0.0)","('RNGFND8_RECV_ID', 0.0)","('RNGFND8_SNR_MIN', 0.0)"
2699,"('RPM1_ESC_MASK', 0.0)","('RNGFND8_WSP_THR', 0.0)","('RNGFND7_FUNCTION', 0.0)","('RNGFND6_ORIENT', 0.0)","('RNGFND9_RECV_ID', 0.0)","('RNGFNDA_OFFSET', 0.0)","('RNGFNDA_MAX_CM', 0.0)","('RNGFND9_RMETRIC', 0.0)","('RNGFNDA_WSP_MAVG', 0.0)","('RNGFNDA_POS_Y', 0.0)","('RPM1_SCALING', 0.0)","('RPM2_TYPE', 0.0)","('RNGFNDA_WSP_AVG', 0.0)","('RNGFNDA_WSP_AVG', 0.0)","('RNGFNDA_WSP_MEDF', 0.0)","('RNGFNDA_WSP_MEDF', 0.0)","('RNGFND8_WSP_THR', 0.0)","('RNGFND6_POS_X', 0.0)","('RNGFND6_POS_X', 0.0)","('RPM1_ESC_MASK', 0.0)","('RNGFND9_POS_X', 0.0)","('RNGFND9_MIN_CM', 0.0)","('RNGFNDA_WSP_MAVG', 0.0)","('RNGFNDA_WSP_AVG', 0.0)","('RNGFND9_POS_Z', 0.0)","('RNGFND6_POS_Y', 0.0)","('RNGFND9_WSP_MEDF', 0.0)","('RNGFND7_ADDR', 0.0)","('RNGFND8_SNR_MIN', 0.0)","('RNGFND9_TYPE', 0.0)"
2700,"('RPM2_TYPE', 0.0)","('RNGFND8_WSP_BAUD', 0.0)","('RNGFND7_MIN_CM', 0.0)","('RNGFND6_WSP_MEDF', 0.0)","('RNGFND9_SNR_MIN', 0.0)","('RNGFNDA_FUNCTION', 0.0)","('RNGFNDA_STOP_PIN', 0.0)","('RNGFND9_ADDR', 0.0)","('RNGFNDA_WSP_MEDF', 0.0)","('RNGFNDA_POS_Z', 0.0)","('RPM1_MAX', 0.0)","('RPM2_SCALING', 0.0)","('RNGFNDA_WSP_THR', 0.0)","('RNGFNDA_WSP_THR', 0.0)","('RNGFNDA_WSP_FRQ', 0.0)","('RNGFNDA_WSP_FRQ', 0.0)","('RNGFND8_WSP_BAUD', 0.0)","('RNGFND6_POS_Y', 0.0)","('RNGFND6_POS_Y', 0.0)","('RPM2_TYPE', 0.0)","('RNGFND9_POS_Y', 0.0)","('RNGFND9_MAX_CM', 0.0)","('RNGFNDA_WSP_MEDF', 0.0)","('RNGFNDA_WSP_THR', 0.0)","('RNGFND9_ORIENT', 0.0)","('RNGFND6_POS_Z', 0.0)","('RNGFND9_WSP_FRQ', 0.0)","('RNGFND7_POS_X', 0.0)","('RNGFND9_TYPE', 0.0)","('RNGFND9_SCALING', 0.0)"
2701,"('RPM2_SCALING', 0.0)","('RNGFND8_RECV_ID', 0.0)","('RNGFND7_MAX_CM', 0.0)","('RNGFND6_WSP_FRQ', 0.0)","('RNGFNDA_TYPE', 0.0)","('RNGFNDA_MIN_CM', 0.0)","('RNGFNDA_RMETRIC', 0.0)","('RNGFND9_POS_X', 0.0)","('RNGFNDA_WSP_FRQ', 0.0)","('RNGFNDA_ORIENT', 0.0)","('RPM1_MIN', 0.0)","('RPM2_MAX', 0.0)","('RNGFNDA_WSP_BAUD', 0.0)","('RNGFNDA_WSP_BAUD', 0.0)","('RNGFNDA_WSP_AVG', 0.0)","('RNGFNDA_WSP_AVG', 0.0)","('RNGFND8_RECV_ID', 0.0)","('RNGFND6_POS_Z', 0.0)","('RNGFND6_POS_Z', 0.0)","('RPM2_SCALING', 0.0)","('RNGFND9_POS_Z', 0.0)","('RNGFND9_STOP_PIN', 0.0)","('RNGFNDA_WSP_FRQ', 0.0)","('RNGFNDA_WSP_BAUD', 0.0)","('RNGFND9_WSP_MAVG', 0.0)","('RNGFND6_ORIENT', 0.0)","('RNGFND9_WSP_THR', 0.0)","('RNGFND7_POS_Y', 0.0)","('RNGFND9_SCALING', 0.0)","('RNGFND9_OFFSET', 0.0)"
2702,"('RPM2_MAX', 0.0)","('RNGFND8_SNR_MIN', 0.0)","('RNGFND7_STOP_PIN', 0.0)","('RNGFND6_WSP_AVG', 0.0)","('RNGFNDA_PIN', 0.0)","('RNGFNDA_MAX_CM', 0.0)","('RNGFNDA_PWRRNG', 0.0)","('RNGFND9_POS_Y', 0.0)","('RNGFNDA_WSP_AVG', 0.0)","('RNGFNDA_WSP_MEDF', 0.0)","('RPM1_MIN_QUAL', 0.0)","('RPM2_MIN', 0.0)","('RNGFNDA_RECV_ID', 0.0)","('RNGFNDA_RECV_ID', 0.0)","('RNGFNDA_WSP_THR', 0.0)","('RNGFNDA_WSP_THR', 0.0)","('RNGFND8_SNR_MIN', 0.0)","('RNGFND6_ORIENT', 0.0)","('RNGFND6_ORIENT', 0.0)","('RPM2_MAX', 0.0)","('RNGFND9_ORIENT', 0.0)","('RNGFND9_ADDR', 0.0)","('RNGFNDA_WSP_AVG', 0.0)","('RNGFNDA_RECV_ID', 0.0)","('RNGFND9_WSP_MEDF', 0.0)","('RNGFND6_WSP_MAVG', 0.0)","('RNGFND9_WSP_BAUD', 0.0)","('RNGFND7_POS_Z', 0.0)","('RNGFND9_OFFSET', 0.0)","('RNGFND9_FUNCTION', 0.0)"
2703,"('RPM2_MIN', 0.0)","('RNGFND9_TYPE', 0.0)","('RNGFND7_RMETRIC', 0.0)","('RNGFND6_WSP_THR', 0.0)","('RNGFNDA_OFFSET', 0.0)","('RNGFNDA_STOP_PIN', 0.0)","('RNGFNDA_ADDR', 0.0)","('RNGFND9_POS_Z', 0.0)","('RNGFNDA_WSP_THR', 0.0)","('RNGFNDA_WSP_FRQ', 0.0)","('RPM1_PIN', 0.0)","('RPM2_MIN_QUAL', 0.0)","('RNGFNDA_SNR_MIN', 0.0)","('RNGFNDA_SNR_MIN', 0.0)","('RNGFNDA_WSP_BAUD', 0.0)","('RNGFNDA_WSP_BAUD', 0.0)","('RNGFND9_TYPE', 0.0)","('RNGFND6_WSP_MAVG', 0.0)","('RNGFND6_WSP_MAVG', 0.0)","('RPM2_MIN', 0.0)","('RNGFND9_WSP_MAVG', 0.0)","('RNGFND9_POS_X', 0.0)","('RNGFNDA_WSP_THR', 0.0)","('RNGFNDA_SNR_MIN', 0.0)","('RNGFND9_WSP_FRQ', 0.0)","('RNGFND6_WSP_MEDF', 0.0)","('RNGFND9_RECV_ID', 0.0)","('RNGFND7_ORIENT', 0.0)","('RNGFND9_FUNCTION', 0.0)","('RNGFND9_MIN_CM', 0.0)"
2704,"('RPM2_MIN_QUAL', 0.0)","('RNGFND9_SCALING', 0.0)","('RNGFND7_PWRRNG', 0.0)","('RNGFND6_WSP_BAUD', 0.0)","('RNGFNDA_MIN_CM', 0.0)","('RNGFNDA_RMETRIC', 0.0)","('RNGFNDA_POS_X', 0.0)","('RNGFND9_ORIENT', 0.0)","('RNGFNDA_WSP_BAUD', 0.0)","('RNGFNDA_WSP_AVG', 0.0)","('RPM1_ESC_MASK', 0.0)","('RPM2_PIN', 0.0)","('RPM1_TYPE', 0.0)","('RPM1_TYPE', 0.0)","('RNGFNDA_RECV_ID', 0.0)","('RNGFNDA_RECV_ID', 0.0)","('RNGFND9_PIN', 0.0)","('RNGFND6_WSP_MEDF', 0.0)","('RNGFND6_WSP_MEDF', 0.0)","('RPM2_MIN_QUAL', 0.0)","('RNGFND9_WSP_MEDF', 0.0)","('RNGFND9_POS_Y', 0.0)","('RNGFNDA_WSP_BAUD', 0.0)","('RPM1_TYPE', 0.0)","('RNGFND9_WSP_THR', 0.0)","('RNGFND6_WSP_FRQ', 0.0)","('RNGFND9_SNR_MIN', 0.0)","('RNGFND7_WSP_MEDF', 0.0)","('RNGFND9_MIN_CM', 0.0)","('RNGFND9_MAX_CM', 0.0)"
2705,"('RPM2_PIN', 0.0)","('RNGFND9_OFFSET', 0.0)","('RNGFND7_ADDR', 0.0)","('RNGFND6_RECV_ID', 0.0)","('RNGFNDA_MAX_CM', 0.0)","('RNGFNDA_GNDCLEAR', 0.0)","('RNGFNDA_POS_Y', 0.0)","('RNGFND9_WSP_MAVG', 0.0)","('RNGFNDA_RECV_ID', 0.0)","('RNGFNDA_WSP_THR', 0.0)","('RPM2_TYPE', 0.0)","('RPM2_ESC_MASK', 0.0)","('RPM1_SCALING', 0.0)","('RPM1_SCALING', 0.0)","('RNGFNDA_SNR_MIN', 0.0)","('RNGFNDA_SNR_MIN', 0.0)","('RNGFND9_SCALING', 0.0)","('RNGFND6_WSP_FRQ', 0.0)","('RNGFND6_WSP_FRQ', 0.0)","('RPM2_PIN', 0.0)","('RNGFND9_WSP_FRQ', 0.0)","('RNGFND9_POS_Z', 0.0)","('RNGFNDA_RECV_ID', 0.0)","('RPM1_SCALING', 0.0)","('RNGFND9_WSP_BAUD', 0.0)","('RNGFND6_WSP_THR', 0.0)","('RNGFNDA_TYPE', 0.0)","('RNGFND7_WSP_FRQ', 0.0)","('RNGFND9_MAX_CM', 0.0)","('RNGFND9_STOP_PIN', 0.0)"
